gene_cluster_id	WO_assignmnet	pct_alignment	cov_in_003	cov_in_007	cov_in_011	cov_in_012
GC_00000877			295.336823735	282.191972077	540.656195462	211.359511344
GC_00000878			255.436925647	228.307435255	509.058479532	188.568922306
GC_00000879			229.925394548	218.735533238	424.404591105	155.49928264
GC_00000880			225.993650794	210.99047619	434.650793651	192.374603175
GC_00000881			187.504761905	203.338095238	444.416666667	153.25952381
GC_00000882			202.180483592	202.526770294	462.654576857	161.760794473
GC_00000883			265.416422287	252.495601173	528.498533724	189.865102639
GC_00000884			212.80518018	224.042792793	421.961711712	138.831081081
GC_00000885			267.605882353	242.355555556	517.136601307	204.154901961
GC_00000886			278.239808153	237.431654676	530.486810552	210.748201439
GC_00000887			253.67072552	232.787417555	486.607813293	190.173515982
GC_00000888			200.742857143	228.19047619	474.271428571	175.50952381
GC_00000889			258.888281724	246.258652095	540.699453552	196.762598664
GC_00000890			202.504926108	218.880952381	459.952380952	177.835796388
GC_00000891			249.898419865	243.073739654	471.009781791	173.624529722
GC_00000892			245.469806763	252.921497585	467.508454106	170.144927536
GC_00000893			267.697251258	257.049554781	524.372048006	190.307007356
GC_00000894			270.468376068	257.863247863	490.218803419	183.425641026
GC_00000895			286.569248826	260.785211268	521.607981221	202.334507042
GC_00000896			242.394777266	228.253456221	475.30875576	169.373271889
GC_00000897			227.352697095	225.38450899	427.248962656	152.817427386
GC_00000898			223.420711974	222.250809061	450.385113269	167.658576052
GC_00000899			264.283413849	233.365539452	513.334943639	196.769726248
GC_00000900			204.968553459	195.254716981	461.993710692	153.031446541
GC_00000901			246.063142438	218.84287812	447.703377386	161.837004405
GC_00000902			260.802816901	238.96713615	496.558685446	215.657276995
GC_00000903			217.636904762	192.208333333	429.603174603	135.295634921
GC_00000904			250.403418803	237.179487179	498.254700855	210.786324786
GC_00000905			266.024464832	238.119266055	517.22324159	187.721712538
GC_00000906			240.857506361	228.664122137	478.997455471	168.520356234
GC_00000907			246.94057971	237.314009662	476.309661836	184.417874396
GC_00000908			239.915422886	229.158208955	473.544278607	173.205970149
GC_00000909			217.288161994	224.42211838	485.817757009	172.043613707
GC_00000910			225.06501182	213.908983452	465.386524823	171.011820331
GC_00000911			257.395644283	245.297640653	483.875983061	184.614035088
GC_00000912			236.076793249	204.604219409	453.292827004	143.41350211
GC_00000913			233.062951496	213.859649123	517.048503612	174.978328173
GC_00000914			269.463937622	239.937621832	546.452241715	182.352826511
GC_00000915			270.77245509	228.918163673	535.708582834	217.736526946
GC_00000916			197.748538012	214.842105263	412.760233918	154.150097466
GC_00000917			233.177433247	210.655469423	424.996554694	161.594315245
GC_00000918			255.347446237	235.875	506.08266129	195.649193548
GC_00000919			198.959268495	178.970906068	452.607647548	140.783873649
GC_00000920			221.985018727	163.194756554	477.059925094	136.127340824
GC_00000921			254.6885759	256.428794992	502.276995305	188.342723005
GC_00000922			226.493975904	208.253012048	493.104417671	144.987951807
GC_00000923			250.457971014	258.841545894	528.488888889	184.391304348
GC_00000924			233.424242424	237.916666667	484.009469697	198.053030303
GC_00000925			270.93594306	243.818505338	484.608540925	164.190984579
GC_00000926	WOPip4	99.9197	237.962248996	231.167068273	440.093172691	172.680321285
GC_00000927			215.667676768	216.649494949	443.815151515	150.537373737
GC_00000928			256.891708968	225.03891709	470.335025381	180.140439932
GC_00000929			218.04954955	226.656370656	405.703989704	152.568854569
GC_00000930			252.284237726	232.69250646	511.679586563	190.354005168
GC_00000931		17.5809	245.11954993	253.631504923	500.654711674	182.023206751
GC_00000932			286.460472698	261.837000815	506.102689487	192.902200489
GC_00000933			202.716450216	222.664502165	415.876623377	126.194805195
GC_00000934			200.343234323	181.204620462	445.122112211	155.884488449
GC_00000935			272.845804989	251.930839002	539.08276644	194.443310658
GC_00000936			249.897222222	229.490972222	504.939583333	183.845833333
GC_00000937			201.73015873	239.607142857	390.51984127	192.69047619
GC_00000938			238.461835749	212.280193237	487.326570048	160.942028986
GC_00000939			223.946360153	223	562.134099617	201.674329502
GC_00000940			234.051124744	210.750511247	447.707566462	159.061349693
GC_00000941			222.522522523	165	453.567567568	157.387387387
GC_00000942			230.907232704	213.76336478	474.867924528	176.794811321
GC_00000943			207.426282051	229.738247863	447.409188034	170.256410256
GC_00000944			136.194968553	142.811320755	278.327044025	75.1509433962
GC_00000945			244.21575985	231.836772983	497.922451532	181.264540338
GC_00000946			239.172936259	216.126959248	431.957157785	178.513061651
GC_00000947			260.79245283	235.032704403	529.081761006	178.696226415
GC_00000948			210.61406171	198.942336874	446.053616591	176.859382903
GC_00000949			261.033091203	261.828087167	526.194511703	184.523002421
GC_00000950			231.366336634	214.656765677	500.333333333	154.108910891
GC_00000951			288.884579871	256.929824561	486.183748846	185.161588181
GC_00000952			239.941533789	213.623386484	487.123766135	189.444191344
GC_00000953			261.899491094	226.613231552	496.380407125	164.337150127
GC_00000954			244.533980583	272.757281553	546.873786408	195.766990291
GC_00000955			230.168200409	234.658486708	471.778118609	166.591513292
GC_00000956			279.639906923	258.141361257	527.897033159	202.041884817
GC_00000957	WOPip2	99.7778				
GC_00000958			233.913366337	219.734323432	508.094059406	179.251650165
GC_00000959			258.036866359	228.721351767	488.922580645	176.549615975
GC_00000960			265.690298507	252.406716418	506.324626866	217.004975124
GC_00000961			216.125109361	210.208223972	438.686789151	140.974628171
GC_00000962			247.720089037	218.649415693	499.487479132	193.650528659
GC_00000963			283.305613306	221.657657658	508.270963271	178.605682606
GC_00000964			236.574119574	258.712530713	500.536445536	183.713349713
GC_00000965			234.193720775	224.128924516	499.307281229	167.045424182
GC_00000966			227.52688172	190.411290323	425.126344086	171.491935484
GC_00000967			226.456790123	233.550754458	490.682441701	160.485596708
GC_00000968			226.013994911	225.488549618	446.658608991	158.684478372
GC_00000969			259.208333333	246.648148148	510.411747685	191.493344907
GC_00000970			271.187702265	252.628478964	544.627184466	184.761812298
GC_00000971			264.71372549	250.596078431	567.964705882	184.132352941
GC_00000972			215.431464174	193.423676012	428.353582555	166.781931464
GC_00000973			259.241103849	253.412490922	537.912854031	192.59114016
GC_00000974	WOPip2	99.9486	251.551104263	229.600410889	508.099640473	174.477144325
GC_00000975			228.348484848	231.818870523	513.785812672	166.479338843
GC_00000976			226.568965517	216.36637931	485.024425287	164.461206897
GC_00000977			276.907630522	220.140562249	568.746987952	168.851405622
GC_00000978			246.927038627	246.236051502	472.078683834	165.021459227
GC_00000979			208.86073501	201.466795616	438.459703417	153.68407479
GC_00000980			200.331838565	224.328849028	435.587443946	144.070254111
GC_00000981			254.312071331	231.545953361	480.080246914	171.224965706
GC_00000982			292.679924242	253.09469697	571.210227273	199.382575758
GC_00000983			220.786743516	225.681075889	465.833813641	158.591738713
GC_00000984			271.386138614	239.488448845	471.590759076	137.518151815
GC_00000985			233.07012488	225.601344861	419.763688761	152.635926993
GC_00000986			250.705971277	242.678760393	473.111111111	179.910808768
GC_00000987			230.32437276	256.010752688	505.731182796	174.202508961
GC_00000988			252.839572193	226.027332145	480.698752228	154.296494355
GC_00000989			186.147286822	195.860465116	482.744186047	194.852713178
GC_00000990	WOPip1	99.931	256.587737844	230.875264271	1125.55532065	460.264975335
GC_00000991			222.580161476	198.615340254	429.996539792	143.779700115
GC_00000992			217.428888889	219.502222222	456.106666667	171.082222222
GC_00000993			193.194968553	208.797598628	446.997141224	155.067467124
GC_00000994			223.589147287	224.048664944	440.208440999	168.238587425
GC_00000995			216.662893082	236.562264151	433.568553459	154.280503145
GC_00000996			244.839933993	235.744224422	462.648514851	158.49339934
GC_00000997	WOPip1	99.798	220.773737374	241.406060606	1176.49494949	483.787878788
GC_00000998			250.896778435	256.197896121	510.875739645	162.899408284
GC_00000999			212.932452276	192.221732746	427.033773862	152.857562408
GC_00001000			245.486524823	245.392907801	508.663829787	171.002836879
GC_00001001	WOPip4	99.4872	1937.39215686	1577.26960784	3300.79901961	1228.42647059
GC_00001002			224.953815261	226.182730924	459.93373494	145.385542169
GC_00001003			216.263532764	230.626780627	468.415954416	163.62962963
GC_00001004	WOPip5	99.9527	1145.67323019	1066.90904829	1654.70511017	598.307079231
GC_00001005			261.557647059	231.000784314	489.756078431	172.832156863
GC_00001006	WOPip1	99.5556				
GC_00001007	WOPip1	99.8907				
GC_00001008			208.8647343	187	454.352657005	170.210144928
GC_00001009			242.953823954	240.336219336	481.236652237	170.847041847
GC_00001010			288.792397661	208.067251462	492.114035088	164.959064327
GC_00001011			286.981895634	264.828541001	497.300319489	184.785942492
GC_00001012			176.452830189	219.549266247	443.767295597	145.517819706
GC_00001013	WOPip5	99.9793	245.35125907	234.933418694	481.134016219	154.227912932
GC_00001014	WOPip2	99.7685				
GC_00001015	WOPip1	99.7992				
GC_00001016	WOPip1	99.9005				
GC_00001017	WOPip4	99.9272	1597.14954955	1399.59459459	2508.67027027	1152.69189189
GC_00001018	WOPip4	99.9179	1639.26767677	1459.13888889	3026.81397306	1201.25505051
GC_00001019	WOPip1	99.8918				
GC_00001020	WOPip1	99.9339	1033.54983498	1053.08316832	2235.07986799	839.832343234
GC_00001021	WOPip1	99.7904				
GC_00001022	WOPip3	99.8971	259.964095099	247.034691897	0.259582726832	0
GC_00001023			248.103792415	240.333333333	546.021956088	182.888223553
GC_00001024			260.805555556	222.791666667	502.472222222	174.368055556
GC_00001025			289.288888889	238.32962963	447.546296296	180.703703704
GC_00001026		8.43373	227.518072289	234.086345382	485.670682731	173.142570281
GC_00001027			264.793333333	237.39	490.25	160.256666667
GC_00001028			202.512820513	223.583333333	369.583333333	186.365384615
GC_00001029			272.457457457	254.282282282	478.018018018	194.359359359
GC_00001030			262.877260982	270.509043928	491.726098191	179.263565891
GC_00001031			210.827160494	211.160493827	475.487654321	133.728395062
GC_00001032			252.966666667	211.888888889	1011.42222222	589.866666667
GC_00001033			272.389863548	248.643274854	476.296296296	184.766081871
GC_00001034	WOPip5	99.7877	511.562632696	554.380042463	1093.5626327	411.957537155
GC_00001035			252.818181818	211.104166667	485.994318182	134.596590909
GC_00001036	WOPip4	99.9469	220.22611465	214.571656051	463.595010616	171.013269639
GC_00001037	WOPip1	99.9321				
GC_00001038	WOPip1	99.9256				
GC_00001039	WOPip1	99.6732				
GC_00001040			214.73015873	233.201680672	1004.23996265	469.813258637
GC_00001041			1279.7027027	1515.33333333	2276.37387387	759.504504505
GC_00001042			1268.73743017	1584.36405959	2259.45623836	778.208566108
GC_00001043			1170.09638554	1571.75100402	2091.45783133	662.807228916
GC_00001044			1077.45238095	1405.29047619	2198.96666667	702.628571429
GC_00001045			1240.66666667	1513.20489297	2232.81498471	732.805810398
GC_00001046			235.297188755	218.224899598	539.140562249	156.092369478
GC_00001047			1143.197411	1465.06796117	2214.5987055	654.158576052
GC_00001048			1153.25764192	1379.34497817	2099.17321689	789.04657933
GC_00001049			1057.98501873	1285.58801498	1972.95131086	778.584269663
GC_00001050			271.638211382	227.569105691	562.117886179	182.967479675
GC_00001051			1146.69369369	1314.74774775	2294.93693694	761.459459459
GC_00001052	WOPip1	99.8826				
GC_00001053			1446.22077922	1578.84848485	2196.96536797	843.359307359
GC_00001054			1079.47325103	937.732510288	1499.90123457	580.086419753
GC_00001055			1277.36849508	1484.11251758	2333.57805907	771.609001406
GC_00001056			1480.51204819	1574.2248996	2340.86746988	759.777108434
GC_00001057	WOPip4	99.8945				
GC_00001058	WOPip1	99.9283				
GC_00001059	WOPip1	99.9162				
GC_00001060			963.281385281	1138.9004329	1802.53463203	631.071428571
GC_00001061	WOPip1	99.881				
GC_00001062			1178.46446446	1364.40940941	2127.04104104	744.815815816
GC_00001063	WOPip1	99.5434				
GC_00001064			180.26729664	168.8694186565	0	0
GC_00001065			127.96124031	103.333333333	319.341085271	106.984496124
GC_00001066	WOPip3	99.9232	263.013824885	223.051459293	0	0
GC_00001067						
GC_00001068			208.305555556	202.316425121	0.36231884058	0
GC_00001069			247.529411765	190.320261438	0	0
GC_00001070			270.511904762	256.946428571	522.30952381	200.101190476
GC_00001071	WOPip4	99.8188				
GC_00001072						
GC_00001073	WOPip5	99.6454	211.514184397	221.294326241	586.570921986	233.975177305
GC_00001074	WOPip4	99.9152				
GC_00001075	WOPip5	99.5025	213.631840796	211.895522388	481.517412935	203.174129353
GC_00001076			1973.22047244	928.286089239	0	0
GC_00001077	WOPip5	99.9031				
GC_00001078	WOPip3	99.6942	279.308743169	236.666666667	42.0710382514	11.4289617486
GC_00001079			310.9075431935	417.6270676505	374.3561869045	302.5049949055
GC_00001080						
GC_00001081						
GC_00001082						
GC_00001083			1564.10958904	2611.50684932	2496.76712329	1890.7716895
GC_00001084			394.638242894	349.710594315	363.651162791	422.684754522
GC_00001085			157.00280112	65.3473389356	34.3949579832	78.3389355742
GC_00001086			88.3481481481	183.89382716	130.143209877	112.567901235
GC_00001087			158.126361656	65.2810457516	21.1263616558	83.3594771242
GC_00001088			416.917491749	798.03960396	611.330033003	630.240924092
GC_00001089						
GC_00001090			2385.60340633	903.218978102	0.518248175182	0.272506082725
GC_00001091						
GC_00001092			17.9254385965	40.5833333333	49.0526315789	34.7938596491
GC_00001093						
GC_00001094			3945.38541667	4802.82291667	4257.07291667	3627.53125
GC_00001095						
GC_00001096			51.2716049383	162.683950617	91.5037037037	24.3679012346
GC_00001097			62.654954955	108.55045045	36.8315315315	116.617117117
GC_00001098			139.238888889	69.8	23.4055555556	69.2333333333
GC_00001099			56.1430408229	231.119575699	121.881067181	34.0781099325
GC_00001100			59.8209876543	237.816358025	155.253858025	61.3510802469
GC_00001101			159.113475177	410.687943262	247.187943262	274.595744681
GC_00001102						
GC_00001103						
GC_00001104						
GC_00001105						
GC_00001106			67.1078431373	57.862745098	45.8235294118	54.9803921569
GC_00001107			72.7591397849	156.219354839	37.2053763441	137.720430108
GC_00001108			31.0647619048	69.8247619048	53.8647619048	29.1066666667
GC_00001109			21.5952380952	23.0761904762	62.1380952381	13.8142857143
GC_00001110						
GC_00001111			210.618649318	212.103469641	200.918215613	188.956629492
GC_00001112			0.220657276995	19.7089201878	0	0.380281690141
GC_00001113			270.007490637	290.06741573	339.434456929	202.168539326
GC_00001114	WOPip3	99.9449				
GC_00001115			116.174931129	113.366391185	25.9228650138	167.710743802
GC_00001116			62.2916666667	43.53125	82.2083333333	69.5833333333
GC_00001117			1285.14801444	1513.26233454	1512.65463297	1471.78941035
GC_00001118			914.795600367	1035.32233425	1071.53376108	977.304307974
GC_00001119			424.768518519	730.518518519	570.277777778	486.009259259
GC_00001120			1160.89635854	1133.40056022	1070.07563025	1039.56862745
GC_00001121						
GC_00001122			917.191489362	982.182033097	972.427895981	984.420803783
GC_00001123			36.3703703704	52.1712962963	52.4444444444	27.375
GC_00001124						
GC_00001125			90.5378787879	109.287878788	71.7575757576	92.9848484848
GC_00001126	WOPip4	99.7475				
GC_00001127			1009.74166667	1187.90833333	1068.35833333	1028.675
GC_00001128	WOPip4	99.8004				
GC_00001129			73.7002398082	251.199840128	119.440447642	140.986011191
GC_00001130			160.193470375	67.3796856106	172.561064087	33.0261991133
GC_00001131			68.6119837115	123.210587551	28.9685863874	127.865037813
GC_00001132			237.728619889	227.940189252	0.107480806999	0.159971433673
GC_00001133			172.708860759	54.1139240506	24.5738396624	62.7890295359
GC_00001134			112.696484201	195.44459279	138.45482866	117.99376947
GC_00001135	WOPip4	99.6997				
GC_00001136	WOPip2	99.6885				
GC_00001137						
GC_00001138			58.7717391304	141.326690821	10.3592995169	141.050120773
GC_00001139			44.9720767888	137.82547993	43.3560209424	51.0663176265
GC_00001140			527.584615385	823.792307692	490.271794872	595.638461538
GC_00001141			283.399491094	391.114503817	316.463104326	303.615776081
GC_00001142			35.0243902439	42.9886178862	41.1154471545	43.4715447154
GC_00001143		13.5135				
GC_00001144			536.903846154	658.102564103	616.314102564	598.025641026
GC_00001145	WOPip1	99.8217				
GC_00001146	WOPip3	99.9578				
GC_00001147						
GC_00001148						
GC_00001149			549.62745098	931.349019608	721.423529412	628.694117647
GC_00001150			195.774774775	249.684684685	271.810810811	217.837837838
GC_00001151			140.656862745	134.053921569	43.4852941176	186.906862745
GC_00001152						
GC_00001153						
GC_00001154						
GC_00001155						
GC_00001156			114.472222222	181.26984127	95.9444444444	98.380952381
GC_00001157			1771.21212121	1801.09090909	1572.81818182	1130.00606061
GC_00001158						
GC_00001159			4420.75213675	4310.15811966	3656.53418803	2973.34188034
GC_00001160			1239.49768519	1282.63657407	1610.50694444	1245.08564815
GC_00001161			50.3125	41.7840277778	80.7895833333	84.38125
GC_00001162			246.469928644	222.767584098	0	0.260958205912
GC_00001163			573.076388889	699.087962963	543.87962963	455.483796296
GC_00001164						
GC_00001165			532.553333333	489.336666667	357.53	321.426666667
GC_00001166	WOPip3	99.8168				
