sample	reference_genome	project	weighted_mean_cov	weighted_detection	total_length
TARA_SAMEA2619952_17_2010_03_12	HIMB1456	TARA	246.24656488231528	0.9890313760215266	1353489
TARA_SAMEA2619952_17_2010_03_12	HIMB1483	TARA	213.4685730635487	0.940700423094728	1207531
TARA_SAMEA2619952_17_2010_03_12	HIMB1485	TARA	70.05372405844633	0.8971654737987934	1422091
TARA_SAMEA2619952_17_2010_03_12	HIMB1488	TARA	46.81	0.8269000000000001	1537287
TARA_SAMEA2619952_17_2010_03_12	HIMB1495	TARA	50.90365797204492	0.8660669125390422	1448109
TARA_SAMEA2619952_17_2010_03_12	HIMB1509	TARA	46.00828709426747	0.8552595997841507	1452866
TARA_SAMEA2619952_17_2010_03_12	HIMB1520	TARA	16.89	0.8475	1324447
TARA_SAMEA2619952_17_2010_03_12	HIMB1556	TARA	44.74	0.8568	1464126
TARA_SAMEA2619952_17_2010_03_12	HIMB1559	TARA	48.63000000000001	0.8845	1489298
TARA_SAMEA2619952_17_2010_03_12	HIMB1564	TARA	13.11	0.7487	1339865
TARA_SAMEA2619952_17_2010_03_12	HIMB1573	TARA	47.18	0.8588	1445467
TARA_SAMEA2619952_17_2010_03_12	HIMB1685	TARA	44.68	0.8684999999999999	1455495
TARA_SAMEA2619952_17_2010_03_12	HIMB1695	TARA	49.36179144804455	0.8884895337132359	1421593
TARA_SAMEA2619952_17_2010_03_12	HIMB1709	TARA	42.34077994335207	0.804623804331133	1426001
TARA_SAMEA2619952_17_2010_03_12	HIMB2104	TARA	16.649939969993294	0.9201907635611054	1205064
TARA_SAMEA2619952_17_2010_03_12	HIMB2187	TARA	36.74584421417397	0.9132237527545546	1188940
TARA_SAMEA2619952_17_2010_03_12	HIMB2200	TARA	15.135908323873483	0.8566855344071004	1211436
TARA_SAMEA2619952_17_2010_03_12	HIMB2201	TARA	116.9	0.9461	1359742
TARA_SAMEA2619952_17_2010_03_12	HIMB2204	TARA	14.164233878261202	0.7987397374229869	1249462
TARA_SAMEA2619952_17_2010_03_12	HIMB2226	TARA	35.40492080079983	0.92850525812964	1193257
TARA_SAMEA2619952_17_2010_03_12	HIMB2250	TARA	233.7	0.9645	1330391
TARA_SAMEA2619952_17_2010_03_12	HIMB2305	TARA	16.16249725001756	0.7825327693131665	1366736
TARA_SAMEA2619952_17_2010_03_12	HIMB4	TARA	12.46	0.512	1382291
TARA_SAMEA2619952_17_2010_03_12	HIMB5	TARA	15.94	0.8375	1343202
TARA_SAMEA2619952_17_2010_03_12	HIMB83	TARA	302.9	0.9498	1395997
TARA_SAMEA2619952_17_2010_03_12	HTCC7211	TARA	37.24	0.867	1456888
TARA_SAMEA2619952_17_2010_03_12	HTCC7214	TARA	46.17	0.9089	1375060
TARA_SAMEA2619952_17_2010_03_12	HTCC8051	TARA	53.38	0.7766	1395018
TARA_SAMEA2619952_17_2010_03_12	HTCC9022	TARA	35.31361489581555	0.7609946006017321	1358744
TARA_SAMEA2619952_17_2010_03_12	RS39	TARA	171.6	0.9599	1200090
TARA_SAMEA2619952_17_2010_03_12	RS40	TARA	36.63	0.9315	1378905
TARA_SAMEA2620000_5_2010_03_15	FZCC0015	TARA	179.7	0.9486	1364101
TARA_SAMEA2620000_5_2010_03_15	HIMB058	TARA	48.03079627845951	0.8322725369826797	1115049
TARA_SAMEA2620000_5_2010_03_15	HIMB123	TARA	160.45338702195244	0.9264012316800856	1271840
TARA_SAMEA2620000_5_2010_03_15	HIMB140	TARA	19.74	0.7964	1437930
TARA_SAMEA2620000_5_2010_03_15	HIMB1402	TARA	11.443201403276293	0.8655156024446908	1177245
TARA_SAMEA2620000_5_2010_03_15	HIMB1409	TARA	77.50215387051915	0.9264719559136336	1313059
TARA_SAMEA2620000_5_2010_03_15	HIMB1413	TARA	69.76	0.9164	1348413
TARA_SAMEA2620000_5_2010_03_15	HIMB1436	TARA	33.27983479199852	0.9682436693489996	1208525
TARA_SAMEA2620000_5_2010_03_15	HIMB1437	TARA	11.65	0.8509	1221307
TARA_SAMEA2620000_5_2010_03_15	HIMB1444	TARA	55.47187830894068	0.8633758821875709	1305448
TARA_SAMEA2620000_5_2010_03_15	HIMB1456	TARA	120.4341676267779	0.9752916524626356	1353489
TARA_SAMEA2620000_5_2010_03_15	HIMB1483	TARA	100.87321801262246	0.9318084722462612	1207531
TARA_SAMEA2620000_5_2010_03_15	HIMB1485	TARA	27.436979490060764	0.8635550362107629	1422091
TARA_SAMEA2620000_5_2010_03_15	HIMB1488	TARA	18.41	0.7901	1537287
TARA_SAMEA2620000_5_2010_03_15	HIMB1495	TARA	20.123295375272164	0.8259424993629624	1448109
TARA_SAMEA2620000_5_2010_03_15	HIMB1509	TARA	18.71359408293676	0.8074388146601269	1452866
TARA_SAMEA2620000_5_2010_03_15	HIMB1556	TARA	17.7	0.8083	1464126
TARA_SAMEA2620000_5_2010_03_15	HIMB1559	TARA	19.38	0.832	1489298
TARA_SAMEA2620000_5_2010_03_15	HIMB1573	TARA	18.95	0.8123	1445467
TARA_SAMEA2620000_5_2010_03_15	HIMB1685	TARA	18.32	0.8049	1455495
TARA_SAMEA2620000_5_2010_03_15	HIMB1695	TARA	20.05960294542812	0.8250473197321596	1421593
TARA_SAMEA2620000_5_2010_03_15	HIMB1709	TARA	17.996491194606456	0.7380238043311329	1426001
TARA_SAMEA2620000_5_2010_03_15	HIMB2104	TARA	12.939525104060865	0.9138435072328108	1205064
TARA_SAMEA2620000_5_2010_03_15	HIMB2187	TARA	25.29625584133766	0.8950440351910105	1188940
TARA_SAMEA2620000_5_2010_03_15	HIMB2200	TARA	11.350094304197665	0.8660744036829019	1211436
TARA_SAMEA2620000_5_2010_03_15	HIMB2201	TARA	58.36999999999999	0.9163	1359742
TARA_SAMEA2620000_5_2010_03_15	HIMB2204	TARA	10.07827881840344	0.7893267975336584	1249462
TARA_SAMEA2620000_5_2010_03_15	HIMB2226	TARA	24.54211829471773	0.9180908571246597	1193257
TARA_SAMEA2620000_5_2010_03_15	HIMB2250	TARA	115.6	0.9461	1330391
TARA_SAMEA2620000_5_2010_03_15	HIMB2305	TARA	11.45447126160429	0.76344443301413	1366736
TARA_SAMEA2620000_5_2010_03_15	HIMB83	TARA	141.0	0.9362	1395997
TARA_SAMEA2620000_5_2010_03_15	HTCC7211	TARA	14.42	0.8218	1456888
TARA_SAMEA2620000_5_2010_03_15	HTCC7214	TARA	17.58	0.8707	1375060
TARA_SAMEA2620000_5_2010_03_15	HTCC8051	TARA	16.91	0.7144	1395018
TARA_SAMEA2620000_5_2010_03_15	HTCC9022	TARA	12.063265975047544	0.662822062581325	1358744
TARA_SAMEA2620000_5_2010_03_15	RS39	TARA	104.6	0.955	1200090
TARA_SAMEA2620000_5_2010_03_15	RS40	TARA	26.61	0.9252	1378905
TARA_SAMEA2620021_25_2010_03_15	FZCC0015	TARA	247.3	0.9577	1364101
TARA_SAMEA2620021_25_2010_03_15	HIMB058	TARA	28.417086405153498	0.8038459399990494	1115049
TARA_SAMEA2620021_25_2010_03_15	HIMB123	TARA	220.0911831362436	0.932464834177255	1271840
TARA_SAMEA2620021_25_2010_03_15	HIMB140	TARA	29.26	0.8002000000000001	1437930
TARA_SAMEA2620021_25_2010_03_15	HIMB1402	TARA	13.474176403382472	0.8903409478910507	1177245
TARA_SAMEA2620021_25_2010_03_15	HIMB1409	TARA	118.76499750903804	0.9435916862684768	1313059
TARA_SAMEA2620021_25_2010_03_15	HIMB1413	TARA	106.3	0.9383	1348413
TARA_SAMEA2620021_25_2010_03_15	HIMB1436	TARA	29.11809947663474	0.963937782999938	1208525
TARA_SAMEA2620021_25_2010_03_15	HIMB1437	TARA	13.52	0.8658	1221307
TARA_SAMEA2620021_25_2010_03_15	HIMB1444	TARA	85.23104120400046	0.8970224607414466	1305448
TARA_SAMEA2620021_25_2010_03_15	HIMB1456	TARA	189.9671140814591	0.987385581855486	1353489
TARA_SAMEA2620021_25_2010_03_15	HIMB1483	TARA	94.56440745620613	0.9301118539399816	1207531
TARA_SAMEA2620021_25_2010_03_15	HIMB1485	TARA	39.10440995688743	0.870121928062269	1422091
TARA_SAMEA2620021_25_2010_03_15	HIMB1488	TARA	25.95	0.7865	1537287
TARA_SAMEA2620021_25_2010_03_15	HIMB1495	TARA	29.09734046738885	0.8296029597564823	1448109
TARA_SAMEA2620021_25_2010_03_15	HIMB1509	TARA	28.155105100401556	0.8187051390148852	1452866
TARA_SAMEA2620021_25_2010_03_15	HIMB1556	TARA	25.22	0.8142	1464126
TARA_SAMEA2620021_25_2010_03_15	HIMB1559	TARA	28.59	0.8438	1489298
TARA_SAMEA2620021_25_2010_03_15	HIMB1573	TARA	28.1	0.8207	1445467
TARA_SAMEA2620021_25_2010_03_15	HIMB1685	TARA	29.0	0.8264	1455495
TARA_SAMEA2620021_25_2010_03_15	HIMB1695	TARA	30.64863495388624	0.8277494240615986	1421593
TARA_SAMEA2620021_25_2010_03_15	HIMB1709	TARA	28.74284264176533	0.7613764080810602	1426001
TARA_SAMEA2620021_25_2010_03_15	HIMB2104	TARA	15.033950221730962	0.927079366739028	1205064
TARA_SAMEA2620021_25_2010_03_15	HIMB2187	TARA	23.60398948643329	0.8931763434656079	1188940
TARA_SAMEA2620021_25_2010_03_15	HIMB2200	TARA	13.353460370254806	0.8853622317646166	1211436
TARA_SAMEA2620021_25_2010_03_15	HIMB2201	TARA	91.1	0.9510999999999998	1359742
TARA_SAMEA2620021_25_2010_03_15	HIMB2204	TARA	11.770563058340308	0.8118300455716141	1249462
TARA_SAMEA2620021_25_2010_03_15	HIMB2226	TARA	22.661888218548057	0.9210764561196793	1193257
TARA_SAMEA2620021_25_2010_03_15	HIMB2250	TARA	176.5	0.9511	1330391
TARA_SAMEA2620021_25_2010_03_15	HIMB2305	TARA	22.65099505500697	0.8171991266784514	1366736
TARA_SAMEA2620021_25_2010_03_15	HIMB83	TARA	199.0	0.9469	1395997
TARA_SAMEA2620021_25_2010_03_15	HTCC7211	TARA	13.78	0.8343999999999999	1456888
TARA_SAMEA2620021_25_2010_03_15	HTCC7214	TARA	16.16	0.8748000000000001	1375060
TARA_SAMEA2620021_25_2010_03_15	HTCC8051	TARA	13.23	0.7091	1395018
TARA_SAMEA2620021_25_2010_03_15	HTCC9022	TARA	10.635408303550925	0.6463299578139811	1358744
TARA_SAMEA2620021_25_2010_03_15	RS39	TARA	76.3	0.9507	1200090
TARA_SAMEA2620021_25_2010_03_15	RS40	TARA	54.29	0.9424	1378905
TARA_SAMEA2620081_25_2010_03_18	FZCC0015	TARA	159.1	0.9592	1364101
TARA_SAMEA2620081_25_2010_03_18	HIMB058	TARA	27.81193773448521	0.8205625712412639	1115049
TARA_SAMEA2620081_25_2010_03_18	HIMB123	TARA	149.88474624952823	0.924304623537552	1271840
TARA_SAMEA2620081_25_2010_03_18	HIMB140	TARA	17.66	0.7661	1437930
TARA_SAMEA2620081_25_2010_03_18	HIMB1402	TARA	13.16817142565906	0.9212689836864884	1177245
TARA_SAMEA2620081_25_2010_03_18	HIMB1409	TARA	70.77318780862093	0.9483229713973248	1313059
TARA_SAMEA2620081_25_2010_03_18	HIMB1413	TARA	63.04999999999999	0.9352	1348413
TARA_SAMEA2620081_25_2010_03_18	HIMB1436	TARA	24.16917880060404	0.9549503418630148	1208525
TARA_SAMEA2620081_25_2010_03_18	HIMB1437	TARA	14.420000000000002	0.909	1221307
TARA_SAMEA2620081_25_2010_03_18	HIMB1444	TARA	49.71118312345647	0.8805141103284084	1305448
TARA_SAMEA2620081_25_2010_03_18	HIMB1456	TARA	108.1730949446948	0.9614709014258704	1353489
TARA_SAMEA2620081_25_2010_03_18	HIMB1483	TARA	35.3523413808838	0.9188251751714864	1207531
TARA_SAMEA2620081_25_2010_03_18	HIMB1485	TARA	24.196936279042625	0.8487841884239475	1422091
TARA_SAMEA2620081_25_2010_03_18	HIMB1488	TARA	15.510000000000002	0.7352	1537287
TARA_SAMEA2620081_25_2010_03_18	HIMB1495	TARA	17.368188083072475	0.7969628643769219	1448109
TARA_SAMEA2620081_25_2010_03_18	HIMB1509	TARA	17.1580430577906	0.7748141299335245	1452866
TARA_SAMEA2620081_25_2010_03_18	HIMB1556	TARA	15.11	0.7743	1464126
TARA_SAMEA2620081_25_2010_03_18	HIMB1559	TARA	17.41	0.8108	1489298
TARA_SAMEA2620081_25_2010_03_18	HIMB1573	TARA	17.05	0.7867999999999999	1445467
TARA_SAMEA2620081_25_2010_03_18	HIMB1685	TARA	17.64	0.7835	1455495
TARA_SAMEA2620081_25_2010_03_18	HIMB1695	TARA	18.679873740233667	0.7927897718263947	1421593
TARA_SAMEA2620081_25_2010_03_18	HIMB1709	TARA	17.27243236856075	0.7160222038413717	1426001
TARA_SAMEA2620081_25_2010_03_18	HIMB2104	TARA	16.981329190814762	0.947982395125902	1205064
TARA_SAMEA2620081_25_2010_03_18	HIMB2187	TARA	16.985259071105354	0.8937028003095194	1188940
TARA_SAMEA2620081_25_2010_03_18	HIMB2200	TARA	14.512742888604928	0.9243620894541684	1211436
TARA_SAMEA2620081_25_2010_03_18	HIMB2201	TARA	53.21000000000001	0.9016999999999998	1359742
TARA_SAMEA2620081_25_2010_03_18	HIMB2204	TARA	11.723784476838832	0.8438249571415537	1249462
TARA_SAMEA2620081_25_2010_03_18	HIMB2226	TARA	16.231664159523053	0.9107007167776932	1193257
TARA_SAMEA2620081_25_2010_03_18	HIMB2250	TARA	106.29999999999998	0.9371	1330391
TARA_SAMEA2620081_25_2010_03_18	HIMB2305	TARA	52.73257853265005	0.8576127561577364	1366736
TARA_SAMEA2620081_25_2010_03_18	HIMB83	TARA	123.2	0.9276	1395997
TARA_SAMEA2620081_25_2010_03_18	RS39	TARA	44.31	0.9500999999999998	1200090
TARA_SAMEA2620081_25_2010_03_18	RS40	TARA	142.3	0.9485	1378905
TARA_SAMEA2620194_5_2010_03_30	FZCC0015	TARA	138.2	0.9182	1364101
TARA_SAMEA2620194_5_2010_03_30	HIMB058	TARA	43.61480585814615	0.8153638058417164	1115049
TARA_SAMEA2620194_5_2010_03_30	HIMB123	TARA	130.14522568090325	0.9239114824191722	1271840
TARA_SAMEA2620194_5_2010_03_30	HIMB140	TARA	13.53	0.701	1437930
TARA_SAMEA2620194_5_2010_03_30	HIMB1402	TARA	59.363875089722185	0.982647609291184	1177245
TARA_SAMEA2620194_5_2010_03_30	HIMB1409	TARA	107.65430854394204	0.9803620504486088	1313059
TARA_SAMEA2620194_5_2010_03_30	HIMB1413	TARA	95.16	0.9757	1348413
TARA_SAMEA2620194_5_2010_03_30	HIMB1436	TARA	186.99217553960403	0.990454654144515	1208525
TARA_SAMEA2620194_5_2010_03_30	HIMB1437	TARA	66.42	0.9815000000000002	1221307
TARA_SAMEA2620194_5_2010_03_30	HIMB1444	TARA	81.49290726670078	0.9265446029255856	1305448
TARA_SAMEA2620194_5_2010_03_30	HIMB1456	TARA	136.2480365226463	0.9842947633855909	1353489
TARA_SAMEA2620194_5_2010_03_30	HIMB1483	TARA	53.71745382934267	0.8498287624085841	1207531
TARA_SAMEA2620194_5_2010_03_30	HIMB1485	TARA	18.08261274419148	0.7758389142466973	1422091
TARA_SAMEA2620194_5_2010_03_30	HIMB1488	TARA	11.75	0.6625	1537287
TARA_SAMEA2620194_5_2010_03_30	HIMB1495	TARA	13.52061525461136	0.72486351307809	1448109
TARA_SAMEA2620194_5_2010_03_30	HIMB1509	TARA	13.575094418893414	0.7400070237723231	1452866
TARA_SAMEA2620194_5_2010_03_30	HIMB1556	TARA	11.560000000000002	0.7072	1464126
TARA_SAMEA2620194_5_2010_03_30	HIMB1559	TARA	13.4	0.7364	1489298
TARA_SAMEA2620194_5_2010_03_30	HIMB1573	TARA	13.4	0.7312	1445467
TARA_SAMEA2620194_5_2010_03_30	HIMB1685	TARA	13.95	0.7276	1455495
TARA_SAMEA2620194_5_2010_03_30	HIMB1695	TARA	14.646301916230597	0.7252072100805224	1421593
TARA_SAMEA2620194_5_2010_03_30	HIMB1709	TARA	14.455670648197302	0.659444927037218	1426001
TARA_SAMEA2620194_5_2010_03_30	HIMB2104	TARA	84.95517360073822	0.9890803427867731	1205064
TARA_SAMEA2620194_5_2010_03_30	HIMB2187	TARA	118.73300233821725	0.9846769894191464	1188940
TARA_SAMEA2620194_5_2010_03_30	HIMB2200	TARA	70.58158230562736	0.9930914919153798	1211436
TARA_SAMEA2620194_5_2010_03_30	HIMB2201	TARA	83.84	0.9421	1359742
TARA_SAMEA2620194_5_2010_03_30	HIMB2204	TARA	54.60240916490457	0.9722413638830152	1249462
TARA_SAMEA2620194_5_2010_03_30	HIMB2226	TARA	121.510576430727	0.993671974939179	1193257
TARA_SAMEA2620194_5_2010_03_30	HIMB2250	TARA	147.9	0.978	1330391
TARA_SAMEA2620194_5_2010_03_30	HIMB2305	TARA	63.51555032793458	0.9161575412515658	1366736
TARA_SAMEA2620194_5_2010_03_30	HIMB83	TARA	113.1	0.9298999999999998	1395997
TARA_SAMEA2620194_5_2010_03_30	RS39	TARA	118.6	0.9901	1200090
TARA_SAMEA2620194_5_2010_03_30	RS40	TARA	151.8	0.9608	1378905
TARA_SAMEA2620217_60_2010_03_30	FZCC0015	TARA	140.8	0.9298	1364101
TARA_SAMEA2620217_60_2010_03_30	HIMB058	TARA	22.914636902432093	0.7869857967856121	1115049
TARA_SAMEA2620217_60_2010_03_30	HIMB123	TARA	128.8153100704491	0.9241507596081268	1271840
TARA_SAMEA2620217_60_2010_03_30	HIMB140	TARA	18.68	0.7223	1437930
TARA_SAMEA2620217_60_2010_03_30	HIMB1402	TARA	27.29341904191566	0.9571366066536702	1177245
TARA_SAMEA2620217_60_2010_03_30	HIMB1409	TARA	78.12728386724434	0.9390416722706292	1313059
TARA_SAMEA2620217_60_2010_03_30	HIMB1413	TARA	69.73	0.9326	1348413
TARA_SAMEA2620217_60_2010_03_30	HIMB1436	TARA	31.138907213338577	0.9523013508202148	1208525
TARA_SAMEA2620217_60_2010_03_30	HIMB1437	TARA	28.68	0.9287	1221307
TARA_SAMEA2620217_60_2010_03_30	HIMB1444	TARA	57.021168900254935	0.896508487699242	1305448
TARA_SAMEA2620217_60_2010_03_30	HIMB1456	TARA	116.35297180575536	0.9649458640594788	1353489
TARA_SAMEA2620217_60_2010_03_30	HIMB1483	TARA	97.47853885324682	0.9287941353058432	1207531
TARA_SAMEA2620217_60_2010_03_30	HIMB1485	TARA	24.151655407424705	0.8007531191041923	1422091
TARA_SAMEA2620217_60_2010_03_30	HIMB1488	TARA	16.03	0.6881999999999999	1537287
TARA_SAMEA2620217_60_2010_03_30	HIMB1495	TARA	18.45065457946881	0.7495297061754328	1448109
TARA_SAMEA2620217_60_2010_03_30	HIMB1509	TARA	18.24620392734085	0.7398428400141513	1452866
TARA_SAMEA2620217_60_2010_03_30	HIMB1556	TARA	15.919999999999998	0.7243000000000002	1464126
TARA_SAMEA2620217_60_2010_03_30	HIMB1559	TARA	18.29	0.7670000000000001	1489298
TARA_SAMEA2620217_60_2010_03_30	HIMB1573	TARA	17.97	0.7493999999999998	1445467
TARA_SAMEA2620217_60_2010_03_30	HIMB1685	TARA	19.08	0.7635	1455495
TARA_SAMEA2620217_60_2010_03_30	HIMB1695	TARA	20.21251965928364	0.7498328275392465	1421593
TARA_SAMEA2620217_60_2010_03_30	HIMB1709	TARA	19.80672678350156	0.7053161512509458	1426001
TARA_SAMEA2620217_60_2010_03_30	HIMB2104	TARA	33.69674486998201	0.9694124678855232	1205064
TARA_SAMEA2620217_60_2010_03_30	HIMB2187	TARA	25.311861944252865	0.8963491925580769	1188940
TARA_SAMEA2620217_60_2010_03_30	HIMB2200	TARA	29.088935394358437	0.9522638161652782	1211436
TARA_SAMEA2620217_60_2010_03_30	HIMB2201	TARA	61.4	0.9121	1359742
TARA_SAMEA2620217_60_2010_03_30	HIMB2204	TARA	24.001997811858224	0.8831449352601359	1249462
TARA_SAMEA2620217_60_2010_03_30	HIMB2226	TARA	24.572411022939736	0.923177979932236	1193257
TARA_SAMEA2620217_60_2010_03_30	HIMB2250	TARA	115.4	0.9322	1330391
TARA_SAMEA2620217_60_2010_03_30	HIMB2305	TARA	35.02660221505836	0.8522709082075836	1366736
TARA_SAMEA2620217_60_2010_03_30	HIMB83	TARA	113.5	0.938	1395997
TARA_SAMEA2620217_60_2010_03_30	RS39	TARA	46.22	0.9484	1200090
TARA_SAMEA2620217_60_2010_03_30	RS40	TARA	85.19	0.937	1378905
TARA_SAMEA2620230_5_2010_04_04	FZCC0015	TARA	129.7	0.9053	1364101
TARA_SAMEA2620230_5_2010_04_04	HIMB058	TARA	52.44498060686122	0.8105626515067947	1115049
TARA_SAMEA2620230_5_2010_04_04	HIMB123	TARA	122.92416743458296	0.9205179202572652	1271840
TARA_SAMEA2620230_5_2010_04_04	HIMB140	TARA	10.93	0.6622	1437930
TARA_SAMEA2620230_5_2010_04_04	HIMB1402	TARA	79.58270445829034	0.9839955252305168	1177245
TARA_SAMEA2620230_5_2010_04_04	HIMB1409	TARA	101.46309521460957	0.9871953914485184	1313059
TARA_SAMEA2620230_5_2010_04_04	HIMB1413	TARA	88.5	0.9657	1348413
TARA_SAMEA2620230_5_2010_04_04	HIMB1436	TARA	159.1349487118595	0.9720427152934364	1208525
TARA_SAMEA2620230_5_2010_04_04	HIMB1437	TARA	88.5	0.9772999999999998	1221307
TARA_SAMEA2620230_5_2010_04_04	HIMB1444	TARA	75.92885781011576	0.9268918526819911	1305448
TARA_SAMEA2620230_5_2010_04_04	HIMB1456	TARA	126.29333572714664	0.9838298774500568	1353489
TARA_SAMEA2620230_5_2010_04_04	HIMB1483	TARA	51.95512775241381	0.847012059483359	1207531
TARA_SAMEA2620230_5_2010_04_04	HIMB1485	TARA	14.772816627065357	0.7321962327305356	1422091
TARA_SAMEA2620230_5_2010_04_04	HIMB1495	TARA	10.88336110075968	0.6858291785079715	1448109
TARA_SAMEA2620230_5_2010_04_04	HIMB1509	TARA	11.057548943949408	0.704262502804801	1452866
TARA_SAMEA2620230_5_2010_04_04	HIMB1559	TARA	10.76	0.689	1489298
TARA_SAMEA2620230_5_2010_04_04	HIMB1573	TARA	10.79	0.6895	1445467
TARA_SAMEA2620230_5_2010_04_04	HIMB1685	TARA	11.33	0.6947	1455495
TARA_SAMEA2620230_5_2010_04_04	HIMB1695	TARA	11.973193044704075	0.6923612083064562	1421593
TARA_SAMEA2620230_5_2010_04_04	HIMB1709	TARA	12.130931023190026	0.6358451300525035	1426001
TARA_SAMEA2620230_5_2010_04_04	HIMB2104	TARA	121.75341747824184	0.9972758273419504	1205064
TARA_SAMEA2620230_5_2010_04_04	HIMB2187	TARA	94.83437603243225	0.970709297693744	1188940
TARA_SAMEA2620230_5_2010_04_04	HIMB2200	TARA	96.63391276963868	0.995195092435754	1211436
TARA_SAMEA2620230_5_2010_04_04	HIMB2201	TARA	78.76	0.9532	1359742
TARA_SAMEA2620230_5_2010_04_04	HIMB2204	TARA	74.27048173533889	0.9860884677565224	1249462
TARA_SAMEA2620230_5_2010_04_04	HIMB2226	TARA	104.3861844514635	0.9926378847138546	1193257
TARA_SAMEA2620230_5_2010_04_04	HIMB2250	TARA	139.4	0.974	1330391
TARA_SAMEA2620230_5_2010_04_04	HIMB2305	TARA	38.4057169270437	0.9070461961198066	1366736
TARA_SAMEA2620230_5_2010_04_04	HIMB83	TARA	106.7	0.9322	1395997
TARA_SAMEA2620230_5_2010_04_04	RS39	TARA	73.29	0.9847	1200090
TARA_SAMEA2620230_5_2010_04_04	RS40	TARA	84.2	0.952	1378905
TARA_SAMEA2620259_80_2010_04_04	FZCC0015	TARA	145.0	0.9205	1364101
TARA_SAMEA2620259_80_2010_04_04	HIMB058	TARA	19.344261616789936	0.7431630925636452	1115049
TARA_SAMEA2620259_80_2010_04_04	HIMB123	TARA	131.3258726962511	0.920842657409737	1271840
TARA_SAMEA2620259_80_2010_04_04	HIMB140	TARA	17.66	0.7031	1437930
TARA_SAMEA2620259_80_2010_04_04	HIMB1402	TARA	24.57779302524113	0.958361930014568	1177245
TARA_SAMEA2620259_80_2010_04_04	HIMB1409	TARA	102.09208540789103	0.971420489772356	1313059
TARA_SAMEA2620259_80_2010_04_04	HIMB1413	TARA	89.74	0.9502	1348413
TARA_SAMEA2620259_80_2010_04_04	HIMB1436	TARA	41.24809887755735	0.9550800820835316	1208525
TARA_SAMEA2620259_80_2010_04_04	HIMB1437	TARA	26.12	0.946	1221307
TARA_SAMEA2620259_80_2010_04_04	HIMB1444	TARA	74.93146354163476	0.9062243383880476	1305448
TARA_SAMEA2620259_80_2010_04_04	HIMB1456	TARA	141.11508257695482	0.9794034233747004	1353489
TARA_SAMEA2620259_80_2010_04_04	HIMB1483	TARA	54.63627083693918	0.8528223335881232	1207531
TARA_SAMEA2620259_80_2010_04_04	HIMB1485	TARA	22.700494187784045	0.7677970969508985	1422091
TARA_SAMEA2620259_80_2010_04_04	HIMB1488	TARA	14.82	0.6646	1537287
TARA_SAMEA2620259_80_2010_04_04	HIMB1495	TARA	17.13208719092969	0.7215068791713883	1448109
TARA_SAMEA2620259_80_2010_04_04	HIMB1509	TARA	17.04353402784565	0.7309378440957391	1452866
TARA_SAMEA2620259_80_2010_04_04	HIMB1556	TARA	14.66	0.6977	1464126
TARA_SAMEA2620259_80_2010_04_04	HIMB1559	TARA	16.79	0.7309	1489298
TARA_SAMEA2620259_80_2010_04_04	HIMB1573	TARA	16.85	0.7345	1445467
TARA_SAMEA2620259_80_2010_04_04	HIMB1685	TARA	17.66	0.7507	1455495
TARA_SAMEA2620259_80_2010_04_04	HIMB1695	TARA	18.70882157551423	0.7259874293837969	1421593
TARA_SAMEA2620259_80_2010_04_04	HIMB1709	TARA	18.830931023190026	0.6991270619726073	1426001
TARA_SAMEA2620259_80_2010_04_04	HIMB2104	TARA	33.744901042600226	0.9757824536290188	1205064
TARA_SAMEA2620259_80_2010_04_04	HIMB2187	TARA	28.06653587228961	0.903197642942453	1188940
TARA_SAMEA2620259_80_2010_04_04	HIMB2200	TARA	28.176886922544814	0.9700848850455164	1211436
TARA_SAMEA2620259_80_2010_04_04	HIMB2201	TARA	81.18	0.9543	1359742
TARA_SAMEA2620259_80_2010_04_04	HIMB2204	TARA	23.064304260553744	0.9502053595067316	1249462
TARA_SAMEA2620259_80_2010_04_04	HIMB2226	TARA	30.34271277687874	0.960150731820555	1193257
TARA_SAMEA2620259_80_2010_04_04	HIMB2250	TARA	145.8	0.9557	1330391
TARA_SAMEA2620259_80_2010_04_04	HIMB2305	TARA	16.13372511809157	0.8429040561600777	1366736
TARA_SAMEA2620259_80_2010_04_04	HIMB83	TARA	117.9	0.9328	1395997
TARA_SAMEA2620259_80_2010_04_04	RS39	TARA	26.36	0.9467	1200090
TARA_SAMEA2620259_80_2010_04_04	RS40	TARA	29.64	0.9288	1378905
TARA_SAMEA2620339_5_2010_04_13	FZCC0015	TARA	88.55	0.8737	1364101
TARA_SAMEA2620339_5_2010_04_13	HIMB058	TARA	34.09834054718672	0.7319150116272917	1115049
TARA_SAMEA2620339_5_2010_04_13	HIMB123	TARA	81.702191391999	0.89266265379293	1271840
TARA_SAMEA2620339_5_2010_04_13	HIMB1402	TARA	155.63070723596192	0.9879334762942292	1177245
TARA_SAMEA2620339_5_2010_04_13	HIMB1409	TARA	113.98407550841203	0.995689039334866	1313059
TARA_SAMEA2620339_5_2010_04_13	HIMB1413	TARA	100.40000000000002	0.9783	1348413
TARA_SAMEA2620339_5_2010_04_13	HIMB1436	TARA	101.57075622266812	0.9741803675554912	1208525
TARA_SAMEA2620339_5_2010_04_13	HIMB1437	TARA	180.0	0.9979	1221307
TARA_SAMEA2620339_5_2010_04_13	HIMB1444	TARA	92.09254003108512	0.938783285814525	1305448
