query_genome_name	query_genome_length	target_genome_name	target_genome_length	matching_nucleotides	average_identity
TARA_IOS_MAG_00006	3234375	TARA_ANW_MAG_00066	2299262	2231600	99.842086
TARA_IOS_MAG_00006	3234375	TARA_PON_MAG_00034	2117274	1955106	99.385555
TARA_IOS_MAG_00006	3234375	TARA_RED_MAG_00104	2927257	557	99.820000
TARA_IOS_MAG_00006	3234375	TARA_ASW_MAG_00004	3202824	3088	100.000000
TARA_IOS_MAG_00006	3234375	TARA_ASW_MAG_00009	3295614	3123756	99.948329
TARA_ANW_MAG_00051	707381	TARA_PSE_MAG_00074	442426	1074	99.910000
TARA_PSE_MAG_00044	3800051	TARA_ASE_MAG_00020	2066896	2043	99.710000
TARA_PSE_MAG_00044	3800051	TARA_PSW_MAG_00105	2354673	4522	97.412492
TARA_ION_MAG_00044	1274556	TARA_ASE_MAG_00016	1345578	15069	98.473576
TARA_ANE_MAG_00067	1938314	TARA_MED_MAG_00077	2025414	1630965	99.670337
TARA_ANE_MAG_00067	1938314	TARA_MED_MAG_00027	1825475	5295	99.890000
TARA_PSE_MAG_00147	2737533	TARA_ANW_MAG_00083	2134347	1155536	99.446916
TARA_PSE_MAG_00147	2737533	TARA_ANE_MAG_00098	2344935	273089	99.044267
TARA_PSE_MAG_00147	2737533	TARA_ASW_MAG_00042	11827969	2701	99.670000
TARA_PSE_MAG_00147	2737533	TARA_ANE_MAG_00097	2132135	1104649	99.331290
TARA_PSE_MAG_00147	2737533	TARA_PSW_MAG_00133	4053059	1363601	99.417321
TARA_PSE_MAG_00147	2737533	TARA_ASE_MAG_00033	2625458	72464	99.203548
TARA_PSE_MAG_00147	2737533	TARA_ION_MAG_00073	4042279	1498734	99.427440
TARA_PSE_MAG_00147	2737533	TARA_ANW_MAG_00085	2258924	304140	99.133707
TARA_PSE_MAG_00147	2737533	TARA_ASE_MAG_00035	2004217	440716	99.156996
TARA_PSE_MAG_00147	2737533	TARA_PSW_MAG_00135	3998261	7275	99.131688
TARA_PSE_MAG_00147	2737533	TARA_IOS_MAG_00076	2867483	277268	99.295415
TARA_PSE_MAG_00147	2737533	TARA_IOS_MAG_00075	2967592	1329638	99.488935
TARA_IOS_MAG_00027	2156714	TARA_ANE_MAG_00059	1921614	5503	97.370000
TARA_PON_MAG_00076	2710859	TARA_ANW_MAG_00002	3031081	55149	99.907160
TARA_PON_MAG_00076	2710859	TARA_ANW_MAG_00036	3386422	4392	100.000000
TARA_PON_MAG_00019	2458233	TARA_PSE_MAG_00145	3014065	3431	99.480000
TARA_IOS_MAG_00048	1072262	TARA_RED_MAG_00042	1689602	551363	99.151667
TARA_PSE_MAG_00083	3850852	TARA_ANE_MAG_00072	2555799	2347806	99.942981
TARA_PSE_MAG_00083	3850852	TARA_IOS_MAG_00019	2176465	1766	99.600000
TARA_RED_MAG_00011	3454774	TARA_ANW_MAG_00058	2299386	1481128	99.246052
TARA_RED_MAG_00011	3454774	TARA_ION_MAG_00019	3352308	2530524	99.422787
TARA_PSW_MAG_00124	2516850	TARA_ANE_MAG_00094	2084911	1984	100.000000
TARA_PSW_MAG_00124	2516850	TARA_PSE_MAG_00124	2025031	5585	99.928500
TARA_RED_MAG_00083	1203399	TARA_ION_MAG_00028	1032139	571870	99.290281
TARA_RED_MAG_00083	1203399	TARA_PSW_MAG_00049	1821452	716168	99.148646
TARA_ION_MAG_00011	957642	TARA_RED_MAG_00027	967104	931633	99.608943
TARA_ASE_MAG_00012	898180	TARA_ANE_MAG_00048	1063669	600642	99.505610
TARA_IOS_MAG_00072	8903746	TARA_ANW_MAG_00078	9169570	4627474	98.899499
TARA_IOS_MAG_00072	8903746	TARA_ION_MAG_00068	5489603	3421973	99.345598
TARA_IOS_MAG_00072	8903746	TARA_PSE_MAG_00129	3144407	1384456	99.196987
TARA_IOS_MAG_00072	8903746	TARA_ASE_MAG_00036	11537750	1680	98.930000
TARA_IOS_MAG_00072	8903746	TARA_PSW_MAG_00136	11885609	7407562	99.167714
TARA_IOS_MAG_00072	8903746	TARA_ANE_MAG_00093	9555746	3548865	98.821541
TARA_IOS_MAG_00072	8903746	TARA_RED_MAG_00118	10110290	4519143	98.585623
TARA_IOS_MAG_00072	8903746	TARA_PON_MAG_00082	8114168	1056966	98.302583
TARA_IOS_MAG_00072	8903746	TARA_RED_MAG_00116	2042466	1034609	98.885096
TARA_PON_MAG_00023	4291755	TARA_PSE_MAG_00116	4148751	14860	92.268576
TARA_PON_MAG_00023	4291755	TARA_ION_MAG_00067	2941447	593	99.660000
TARA_PON_MAG_00023	4291755	TARA_RED_MAG_00022	3655333	1519	99.610000
TARA_PON_MAG_00023	4291755	TARA_ASE_MAG_00001	3419659	10667	95.897928
TARA_PON_MAG_00023	4291755	TARA_PSE_MAG_00042	4347149	2205	98.190000
TARA_PON_MAG_00023	4291755	TARA_PSE_MAG_00133	2637354	3478	97.180000
TARA_PON_MAG_00023	4291755	TARA_MED_MAG_00058	3389560	9148	95.230000
TARA_PON_MAG_00023	4291755	TARA_ION_MAG_00014	4469063	3331646	98.351366
TARA_PON_MAG_00023	4291755	TARA_ASW_MAG_00004	3202824	1519	99.800000
TARA_PON_MAG_00023	4291755	TARA_PSE_MAG_00146	2264863	2081717	99.986819
TARA_MED_MAG_00076	1475546	TARA_ANE_MAG_00073	1471377	1076135	99.595834
TARA_ASW_MAG_00024	1087680	TARA_ANW_MAG_00046	1302485	676814	99.271744
TARA_ASW_MAG_00024	1087680	TARA_ANW_MAG_00047	1210184	6021	99.384803
TARA_ASW_MAG_00024	1087680	TARA_PSE_MAG_00064	1246404	553311	99.084001
TARA_ASW_MAG_00024	1087680	TARA_IOS_MAG_00045	1184019	15213	99.407670
TARA_PSW_MAG_00027	4645294	TARA_ANW_MAG_00007	4419433	1183416	98.469826
TARA_ASE_MAG_00033	2625458	TARA_ION_MAG_00073	4042279	77579	98.980904
TARA_ASE_MAG_00033	2625458	TARA_ANW_MAG_00083	2134347	22857	99.256625
TARA_ASE_MAG_00033	2625458	TARA_ANE_MAG_00098	2344935	94517	99.112459
TARA_ASE_MAG_00033	2625458	TARA_PSW_MAG_00133	4053059	43183	98.976001
TARA_ASE_MAG_00033	2625458	TARA_ANE_MAG_00097	2132135	40654	99.210248
TARA_ASE_MAG_00033	2625458	TARA_PSW_MAG_00131	7879370	3593	99.530000
TARA_ASE_MAG_00033	2625458	TARA_ASW_MAG_00045	5325726	2569	99.730000
TARA_ASE_MAG_00033	2625458	TARA_PSW_MAG_00135	3998261	198373	98.711079
TARA_ASE_MAG_00033	2625458	TARA_PSE_MAG_00149	3194969	3461	99.510000
TARA_ASE_MAG_00033	2625458	TARA_IOS_MAG_00068	11476843	6628	99.429510
TARA_ASE_MAG_00033	2625458	TARA_ANW_MAG_00085	2258924	63140	99.018266
TARA_ASE_MAG_00033	2625458	TARA_PSE_MAG_00136	10026991	632520	98.811841
TARA_ASE_MAG_00033	2625458	TARA_IOS_MAG_00076	2867483	62966	99.150049
TARA_ASE_MAG_00033	2625458	TARA_PSE_MAG_00147	2737533	72458	99.204901
TARA_ASE_MAG_00033	2625458	TARA_IOS_MAG_00075	2967592	50984	99.155551
TARA_ION_MAG_00030	923008	TARA_IOS_MAG_00015	982818	880487	99.596648
TARA_PSE_MAG_00030	5288165	TARA_PON_MAG_00028	5555538	5204944	99.895975
TARA_PSE_MAG_00030	5288165	TARA_PSW_MAG_00031	5328746	5065020	99.890085
TARA_PSE_MAG_00030	5288165	TARA_ANE_MAG_00075	3138207	31357	99.917504
TARA_PSE_MAG_00030	5288165	TARA_ANW_MAG_00006	5485499	5145153	99.894630
TARA_ANW_MAG_00025	1013203	TARA_PSW_MAG_00044	1151636	4894	99.550000
TARA_ANW_MAG_00025	1013203	TARA_RED_MAG_00056	1204778	783808	99.441733
TARA_PSW_MAG_00105	2354673	TARA_IOS_MAG_00018	3477938	560062	98.911090
TARA_PSW_MAG_00105	2354673	TARA_PSE_MAG_00044	3800051	4520	97.412883
TARA_ANE_MAG_00081	2147585	TARA_ANW_MAG_00077	2297205	8984	91.501405
TARA_ASW_MAG_00005	1992647	TARA_RED_MAG_00058	2210067	1686641	99.548870
TARA_ASW_MAG_00005	1992647	TARA_IOS_MAG_00050	1469026	1075038	99.591164
TARA_ASW_MAG_00005	1992647	TARA_ANW_MAG_00012	2187424	1680382	99.534051
TARA_ASW_MAG_00005	1992647	TARA_MED_MAG_00021	2315206	5680	98.910000
TARA_IOS_MAG_00053	704182	TARA_RED_MAG_00086	1273133	6301	98.758362
TARA_PSE_MAG_00133	2637354	TARA_ION_MAG_00014	4469063	15868	99.110262
TARA_PSE_MAG_00133	2637354	TARA_PON_MAG_00023	4291755	3476	97.180000
TARA_PSE_MAG_00150	3163741	TARA_PON_MAG_00052	1019374	2734	99.340000
TARA_PON_MAG_00061	4476822	TARA_PSW_MAG_00129	2607126	9233	99.423649
TARA_PON_MAG_00061	4476822	TARA_PSE_MAG_00117	3490265	3471981	99.792710
TARA_PON_MAG_00061	4476822	TARA_PSW_MAG_00119	4122879	4088870	99.940422
TARA_PON_MAG_00061	4476822	TARA_ANE_MAG_00087	3171046	4450	100.000000
TARA_PON_MAG_00061	4476822	TARA_ANE_MAG_00084	4003387	3966410	99.897414
TARA_PON_MAG_00061	4476822	TARA_ANE_MAG_00096	2071192	4219	98.720000
TARA_PON_MAG_00061	4476822	TARA_PSE_MAG_00123	2964488	2790	99.860000
TARA_PON_MAG_00061	4476822	TARA_ION_MAG_00069	3836682	3674257	99.658691
TARA_PON_MAG_00061	4476822	TARA_PSE_MAG_00118	3648165	2255	99.030000
TARA_PON_MAG_00061	4476822	TARA_ASE_MAG_00031	2195948	3708	99.380000
TARA_PON_MAG_00061	4476822	TARA_ASE_MAG_00023	3385614	3323475	99.702966
TARA_PON_MAG_00061	4476822	TARA_ASW_MAG_00028	3147825	3099697	99.628442
TARA_ASW_MAG_00009	3295614	TARA_PSE_MAG_00067	3908052	12429	96.183216
TARA_ASW_MAG_00009	3295614	TARA_ANE_MAG_00075	3138207	3703	99.300000
TARA_ASW_MAG_00009	3295614	TARA_PSE_MAG_00040	2900708	2837233	99.839511
TARA_ASW_MAG_00009	3295614	TARA_IOS_MAG_00006	3234375	3123672	99.948622
TARA_ASW_MAG_00009	3295614	TARA_ANW_MAG_00066	2299262	2264152	99.813235
TARA_ASW_MAG_00009	3295614	TARA_PSW_MAG_00004	4269650	66646	98.670845
TARA_ASW_MAG_00009	3295614	TARA_RED_MAG_00104	2927257	557	99.820000
TARA_ASW_MAG_00009	3295614	TARA_IOS_MAG_00007	4062480	17379	95.163193
TARA_ASW_MAG_00009	3295614	TARA_PON_MAG_00034	2117274	1993846	99.373690
TARA_PSW_MAG_00098	715149	TARA_PSE_MAG_00063	1020891	4229	98.490000
TARA_ANW_MAG_00046	1302485	TARA_ASE_MAG_00009	1010836	19905	91.944322
TARA_ANW_MAG_00046	1302485	TARA_ASW_MAG_00024	1087680	676675	99.270410
TARA_ANW_MAG_00046	1302485	TARA_PSE_MAG_00064	1246404	565793	98.702324
TARA_MED_MAG_00137	3110655	TARA_PSW_MAG_00129	2607126	7163	94.529411
TARA_MED_MAG_00137	3110655	TARA_ANE_MAG_00095	2013794	1634747	99.410133
TARA_MED_MAG_00137	3110655	TARA_ANE_MAG_00096	2071192	4682	96.153020
TARA_MED_MAG_00137	3110655	TARA_PSE_MAG_00135	2090215	1786752	99.466293
TARA_MED_MAG_00137	3110655	TARA_PSE_MAG_00118	3648165	1404	93.420000
TARA_MED_MAG_00137	3110655	TARA_ASE_MAG_00031	2195948	4125	97.548921
TARA_MED_MAG_00137	3110655	TARA_ANE_MAG_00092	3160019	1861	93.070000
TARA_MED_MAG_00137	3110655	TARA_SOC_MAG_00002	4429622	825	99.270000
TARA_ANW_MAG_00029	1235550	TARA_ANE_MAG_00040	1640092	9094	99.710000
TARA_PSW_MAG_00109	2014779	TARA_IOS_MAG_00029	2507845	1489238	99.439531
TARA_PSW_MAG_00044	1151636	TARA_RED_MAG_00038	1318137	85873	98.527873
TARA_PSW_MAG_00044	1151636	TARA_ANW_MAG_00025	1013203	4894	99.550000
TARA_PSW_MAG_00044	1151636	TARA_ASW_MAG_00020	734295	1349	98.810000
TARA_ANE_MAG_00051	1129719	TARA_PON_MAG_00016	1472662	5631	92.850000
TARA_ASW_MAG_00028	3147825	TARA_PSE_MAG_00117	3490265	2896814	99.576819
TARA_ASW_MAG_00028	3147825	TARA_ION_MAG_00069	3836682	2932179	99.569868
TARA_ASW_MAG_00028	3147825	TARA_ANE_MAG_00084	4003387	3033392	99.620212
TARA_ASW_MAG_00028	3147825	TARA_ASE_MAG_00023	3385614	2909732	99.673349
TARA_ASW_MAG_00028	3147825	TARA_PON_MAG_00061	4476822	3099528	99.628876
TARA_ASW_MAG_00028	3147825	TARA_PSW_MAG_00119	4122879	3054859	99.637831
TARA_ION_MAG_00072	13667814	TARA_ANE_MAG_00088	8390428	7238160	98.844176
TARA_ION_MAG_00072	13667814	TARA_ANW_MAG_00071	8349014	7588536	99.087687
TARA_ION_MAG_00072	13667814	TARA_ASE_MAG_00030	2790069	591427	97.911317
TARA_ION_MAG_00072	13667814	TARA_IOS_MAG_00074	2769398	2452536	99.149296
TARA_ION_MAG_00072	13667814	TARA_ASE_MAG_00024	5868632	4923	92.660000
TARA_ION_MAG_00072	13667814	TARA_PSE_MAG_00140	12657102	1442201	97.613685
TARA_ION_MAG_00072	13667814	TARA_PON_MAG_00078	10631134	1653841	97.785533
TARA_ION_MAG_00072	13667814	TARA_RED_MAG_00114	9255642	7903279	98.781888
TARA_PSE_MAG_00072	2625566	TARA_PSW_MAG_00030	4528474	1149	94.430000
TARA_PSW_MAG_00128	3169933	TARA_PSE_MAG_00106	3409887	4776	95.338333
TARA_PSW_MAG_00128	3169933	TARA_PSE_MAG_00113	3613878	11456	98.995624
TARA_PSW_MAG_00128	3169933	TARA_ANE_MAG_00009	5226535	173694	99.175012
TARA_PSW_MAG_00128	3169933	TARA_ASW_MAG_00016	2623217	5499	99.960000
TARA_PSW_MAG_00128	3169933	TARA_ASW_MAG_00022	2027223	83462	98.985181
TARA_PSW_MAG_00128	3169933	TARA_ASW_MAG_00008	3571655	51618	99.711921
TARA_ANW_MAG_00008	2983999	TARA_PON_MAG_00003	2821876	2778077	99.992070
TARA_ANW_MAG_00008	2983999	TARA_PSW_MAG_00016	3020619	2954544	99.989218
TARA_ANW_MAG_00067	2235982	TARA_IOS_MAG_00059	2317905	1153090	99.360493
TARA_MED_MAG_00142	3019715	TARA_ASW_MAG_00044	2373764	1536	99.670000
TARA_PSW_MAG_00113	2435607	TARA_IOS_MAG_00034	2273956	2205	98.590000
TARA_PSW_MAG_00113	2435607	TARA_ANW_MAG_00014	2774374	5241	98.248317
TARA_PSE_MAG_00049	2724377	TARA_ION_MAG_00004	3376283	2717459	99.983699
TARA_ASW_MAG_00013	1237920	TARA_PSE_MAG_00064	1246404	4705	96.710746
TARA_PSW_MAG_00010	2084563	TARA_ANE_MAG_00016	1991194	1694	93.270000
TARA_PSW_MAG_00010	2084563	TARA_IOS_MAG_00052	1763461	736410	98.989512
TARA_ANE_MAG_00097	2132135	TARA_ANW_MAG_00083	2134347	1072259	99.343867
TARA_ANE_MAG_00097	2132135	TARA_ANW_MAG_00085	2258924	217775	99.292539
TARA_ANE_MAG_00097	2132135	TARA_ASW_MAG_00042	11827969	2755	98.060000
TARA_ANE_MAG_00097	2132135	TARA_PSW_MAG_00133	4053059	1079122	99.296788
TARA_ANE_MAG_00097	2132135	TARA_ASE_MAG_00033	2625458	40650	99.210275
TARA_ANE_MAG_00097	2132135	TARA_ION_MAG_00073	4042279	1158737	99.320285
TARA_ANE_MAG_00097	2132135	TARA_ASE_MAG_00035	2004217	283209	99.238469
TARA_ANE_MAG_00097	2132135	TARA_PSW_MAG_00135	3998261	6337	99.120044
TARA_ANE_MAG_00097	2132135	TARA_IOS_MAG_00076	2867483	115808	99.153190
TARA_ANE_MAG_00097	2132135	TARA_PSE_MAG_00147	2737533	1104715	99.330238
TARA_ANE_MAG_00097	2132135	TARA_IOS_MAG_00075	2967592	1112917	99.312787
TARA_ANE_MAG_00005	2402163	TARA_ION_MAG_00042	1865483	3149	97.140000
TARA_ANE_MAG_00005	2402163	TARA_RED_MAG_00040	2112073	15333	97.480000
TARA_ANE_MAG_00005	2402163	TARA_ASE_MAG_00005	2140986	2024059	99.640439
TARA_IOS_MAG_00045	1184019	TARA_ASW_MAG_00024	1087680	15215	99.407661
TARA_IOS_MAG_00045	1184019	TARA_ANW_MAG_00047	1210184	922185	99.435927
TARA_PON_MAG_00014	700833	TARA_PSW_MAG_00039	715158	693566	99.979937
TARA_ANW_MAG_00012	2187424	TARA_RED_MAG_00058	2210067	1823178	99.598360
TARA_ANW_MAG_00012	2187424	TARA_ASW_MAG_00005	1992647	1680408	99.533264
TARA_ANW_MAG_00012	2187424	TARA_IOS_MAG_00050	1469026	1225775	99.575748
TARA_ANW_MAG_00012	2187424	TARA_MED_MAG_00021	2315206	10717	98.024433
TARA_PSW_MAG_00132	2086233	TARA_ANW_MAG_00072	2210463	78206	99.992605
TARA_ION_MAG_00068	5489603	TARA_ANW_MAG_00078	9169570	2264969	98.967180
TARA_ION_MAG_00068	5489603	TARA_PSE_MAG_00129	3144407	1011828	99.264642
TARA_ION_MAG_00068	5489603	TARA_ASE_MAG_00036	11537750	1497	98.740000
TARA_ION_MAG_00068	5489603	TARA_PSW_MAG_00136	11885609	4573229	99.368910
TARA_ION_MAG_00068	5489603	TARA_ANE_MAG_00093	9555746	1591208	98.951513
TARA_ION_MAG_00068	5489603	TARA_RED_MAG_00118	10110290	1889043	98.738531
TARA_ION_MAG_00068	5489603	TARA_IOS_MAG_00072	8903746	3421476	99.347451
TARA_ION_MAG_00068	5489603	TARA_PON_MAG_00082	8114168	466797	98.492905
TARA_ION_MAG_00068	5489603	TARA_RED_MAG_00116	2042466	533281	98.961775
TARA_PSE_MAG_00068	2505860	TARA_PON_MAG_00077	2456520	5971	95.846858
TARA_PSE_MAG_00068	2505860	TARA_PON_MAG_00081	2208864	2868	99.270000
TARA_ASE_MAG_00004	2390320	TARA_MED_MAG_00029	2295313	1809927	99.183031
TARA_ASE_MAG_00004	2390320	TARA_ANE_MAG_00045	1851283	1714587	99.561404
TARA_RED_MAG_00095	1225469	TARA_ION_MAG_00022	1307001	950568	99.665305
TARA_RED_MAG_00068	1088927	TARA_ION_MAG_00046	847736	340062	99.187719
TARA_PSE_MAG_00007	3338622	TARA_ION_MAG_00021	3230972	2465	92.300000
TARA_PSE_MAG_00007	3338622	TARA_PSW_MAG_00009	3228337	3206344	99.981598
TARA_ANW_MAG_00080	17700320	TARA_ASE_MAG_00036	11537750	6279	99.346886
TARA_PSE_MAG_00104	4696093	TARA_ION_MAG_00070	2257910	1900	98.370000
TARA_PSE_MAG_00104	4696093	TARA_ASE_MAG_00031	2195948	695	99.570000
TARA_PON_MAG_00035	1227576	TARA_PSE_MAG_00054	1170469	9525	97.406428
TARA_PSW_MAG_00031	5328746	TARA_PON_MAG_00028	5555538	5288940	99.933339
TARA_PSW_MAG_00031	5328746	TARA_ASW_MAG_00004	3202824	5778	99.270000
TARA_PSW_MAG_00031	5328746	TARA_ANE_MAG_00075	3138207	4292	94.640000
TARA_PSW_MAG_00031	5328746	TARA_ANW_MAG_00006	5485499	5225281	99.931685
TARA_PSW_MAG_00031	5328746	TARA_PSE_MAG_00030	5288165	5065152	99.889879
TARA_RED_MAG_00104	2927257	TARA_IOS_MAG_00009	3979872	1459	100.000000
TARA_RED_MAG_00104	2927257	TARA_PSE_MAG_00040	2900708	557	99.820000
TARA_RED_MAG_00104	2927257	TARA_IOS_MAG_00006	3234375	557	99.820000
TARA_RED_MAG_00104	2927257	TARA_ANW_MAG_00066	2299262	557	99.820000
TARA_RED_MAG_00104	2927257	TARA_PSW_MAG_00004	4269650	2666	99.960000
TARA_RED_MAG_00104	2927257	TARA_ASE_MAG_00006	2981946	10111	99.296449
TARA_RED_MAG_00104	2927257	TARA_ASW_MAG_00031	2212212	804673	98.785672
TARA_RED_MAG_00104	2927257	TARA_PON_MAG_00073	2024979	3333	100.000000
TARA_RED_MAG_00104	2927257	TARA_ASW_MAG_00009	3295614	557	99.820000
TARA_RED_MAG_00104	2927257	TARA_PSW_MAG_00099	3256549	3266	98.320000
TARA_RED_MAG_00104	2927257	TARA_IOS_MAG_00063	2753388	9471	99.580355
TARA_RED_MAG_00104	2927257	TARA_ION_MAG_00023	3076003	11557	98.274308
TARA_RED_MAG_00104	2927257	TARA_IOS_MAG_00067	2931784	1809142	99.648429
TARA_PSE_MAG_00108	2142463	TARA_ANW_MAG_00017	4802337	2104743	99.985342
TARA_PSE_MAG_00108	2142463	TARA_PON_MAG_00059	3542497	1556059	99.972862
TARA_PSE_MAG_00108	2142463	TARA_ANE_MAG_00085	3423600	21311	99.457436
TARA_PSE_MAG_00108	2142463	TARA_PSW_MAG_00034	4650632	2047244	99.983890
TARA_IOS_MAG_00068	11476843	TARA_ION_MAG_00073	4042279	1907	99.530000
TARA_IOS_MAG_00068	11476843	TARA_PSW_MAG_00135	3998261	2145	98.560000
TARA_IOS_MAG_00068	11476843	TARA_ANW_MAG_00085	2258924	6493	99.509070
TARA_IOS_MAG_00068	11476843	TARA_ANE_MAG_00098	2344935	5232	98.950367
TARA_IOS_MAG_00068	11476843	TARA_ASE_MAG_00033	2625458	6633	99.411194
TARA_PON_MAG_00039	2282633	TARA_PSW_MAG_00106	2248577	13308	93.911733
TARA_PSW_MAG_00052	639254	TARA_ANW_MAG_00027	633839	633867	99.980585
TARA_PSW_MAG_00052	639254	TARA_ANE_MAG_00047	655103	583824	99.976872
TARA_IOS_MAG_00007	4062480	TARA_PSE_MAG_00067	3908052	3750355	99.970334
TARA_IOS_MAG_00007	4062480	TARA_PSE_MAG_00040	2900708	20777	98.862326
TARA_IOS_MAG_00007	4062480	TARA_ANW_MAG_00066	2299262	12511	96.646278
TARA_IOS_MAG_00007	4062480	TARA_MED_MAG_00058	3389560	15688	99.596676
TARA_IOS_MAG_00007	4062480	TARA_PSW_MAG_00004	4269650	4036348	99.970027
TARA_IOS_MAG_00007	4062480	TARA_PON_MAG_00034	2117274	58690	94.699235
TARA_IOS_MAG_00007	4062480	TARA_ASW_MAG_00009	3295614	17378	95.163052
TARA_ANE_MAG_00047	655103	TARA_ANW_MAG_00027	633839	577504	99.996809
TARA_ANE_MAG_00047	655103	TARA_PSW_MAG_00052	639254	583852	99.980059
TARA_PSE_MAG_00064	1246404	TARA_ASE_MAG_00009	1010836	34513	91.522579
TARA_PSE_MAG_00064	1246404	TARA_ASW_MAG_00024	1087680	553355	99.083351
TARA_PSE_MAG_00064	1246404	TARA_ANW_MAG_00046	1302485	565807	98.701797
TARA_PSE_MAG_00064	1246404	TARA_ASW_MAG_00013	1237920	4705	96.710746
TARA_MED_MAG_00100	1550195	TARA_ANE_MAG_00046	1897268	3192	99.690000
TARA_ASE_MAG_00008	1160037	TARA_ANW_MAG_00042	1263428	27806	94.802336
TARA_RED_MAG_00099	2023840	TARA_PSW_MAG_00114	2586877	1865372	99.611305
TARA_RED_MAG_00099	2023840	TARA_PSW_MAG_00104	2111061	1136	94.200000
TARA_RED_MAG_00064	1443958	TARA_ANW_MAG_00055	1123121	2735	98.650000
TARA_ANW_MAG_00071	8349014	TARA_ANE_MAG_00088	8390428	5123494	99.175949
TARA_ANW_MAG_00071	8349014	TARA_ASW_MAG_00035	9066357	1470	96.010000
TARA_ANW_MAG_00071	8349014	TARA_ASE_MAG_00030	2790069	391406	98.140256
TARA_ANW_MAG_00071	8349014	TARA_ION_MAG_00072	13667814	7587207	99.089120
TARA_ANW_MAG_00071	8349014	TARA_PON_MAG_00074	8988534	1210	96.620000
TARA_ANW_MAG_00071	8349014	TARA_IOS_MAG_00074	2769398	1784239	99.252316
TARA_ANW_MAG_00071	8349014	TARA_ASE_MAG_00024	5868632	5015	98.885603
TARA_ANW_MAG_00071	8349014	TARA_PSE_MAG_00140	12657102	821381	97.948215
TARA_ANW_MAG_00071	8349014	TARA_PON_MAG_00078	10631134	1033078	98.081835
TARA_ANW_MAG_00071	8349014	TARA_RED_MAG_00114	9255642	5814058	99.207711
TARA_PON_MAG_00077	2456520	TARA_PSE_MAG_00068	2505860	5971	95.846858
TARA_PSE_MAG_00146	2264863	TARA_ION_MAG_00014	4469063	1292455	98.739291
TARA_PSE_MAG_00146	2264863	TARA_PON_MAG_00023	4291755	2081376	99.988152
TARA_MED_MAG_00022	1808860	TARA_ANE_MAG_00046	1897268	1245853	99.405308
TARA_ANE_MAG_00009	5226535	TARA_PSW_MAG_00128	3169933	173709	99.174371
TARA_ANE_MAG_00009	5226535	TARA_PSE_MAG_00113	3613878	990	100.000000
TARA_ANE_MAG_00009	5226535	TARA_PSE_MAG_00103	3242486	2465	99.920000
TARA_ANE_MAG_00009	5226535	TARA_PSW_MAG_00111	3697401	4040	99.977344
TARA_ANE_MAG_00009	5226535	TARA_ION_MAG_00062	2626023	8703	94.260000
TARA_ANE_MAG_00009	5226535	TARA_ASW_MAG_00022	2027223	328109	98.076599
TARA_ANE_MAG_00009	5226535	TARA_ASW_MAG_00016	2623217	6415	99.983679
TARA_ANE_MAG_00009	5226535	TARA_ASW_MAG_00008	3571655	971	100.000000
TARA_PSE_MAG_00129	3144407	TARA_ANW_MAG_00078	9169570	1036268	98.964729
TARA_PSE_MAG_00129	3144407	TARA_ION_MAG_00068	5489603	1011745	99.267152
TARA_PSE_MAG_00129	3144407	TARA_ANW_MAG_00086	11510209	8132	97.867906
TARA_PSE_MAG_00129	3144407	TARA_ASE_MAG_00036	11537750	11296	98.294271
TARA_PSE_MAG_00129	3144407	TARA_PSW_MAG_00136	11885609	2123739	99.169637
TARA_PSE_MAG_00129	3144407	TARA_ANE_MAG_00093	9555746	1034895	99.014320
TARA_PSE_MAG_00129	3144407	TARA_RED_MAG_00118	10110290	689987	98.741291
TARA_PSE_MAG_00129	3144407	TARA_IOS_MAG_00072	8903746	1384157	99.200140
TARA_PSE_MAG_00129	3144407	TARA_PON_MAG_00082	8114168	777477	98.789317
TARA_PSE_MAG_00129	3144407	TARA_RED_MAG_00116	2042466	445263	98.913655
TARA_IOS_MAG_00049	1938880	TARA_ANW_MAG_00035	2657195	1652	97.090000
TARA_RED_MAG_00045	2493810	TARA_IOS_MAG_00060	2848082	2912	98.560000
TARA_PSE_MAG_00045	1519890	TARA_RED_MAG_00037	2018209	324562	97.546634
TARA_MED_MAG_00080	1770335	TARA_ANE_MAG_00019	1848764	1251553	98.860978
TARA_ANE_MAG_00039	1212848	TARA_ASE_MAG_00013	1276601	940676	99.332859
TARA_PSE_MAG_00119	2062126	TARA_PSW_MAG_00029	3033342	4180	89.629641
TARA_PSE_MAG_00119	2062126	TARA_ASW_MAG_00022	2027223	2800	98.680000
TARA_ASW_MAG_00040	2459457	TARA_ANE_MAG_00091	11715560	1296965	99.372707
TARA_ASW_MAG_00040	2459457	TARA_MED_MAG_00141	14084407	1052871	99.124014
TARA_ASW_MAG_00040	2459457	TARA_PSE_MAG_00137	12785141	1375067	99.324895
TARA_ASW_MAG_00040	2459457	TARA_IOS_MAG_00078	2099809	245959	99.297028
TARA_ASW_MAG_00040	2459457	TARA_MED_MAG_00140	6745678	442539	99.152363
TARA_ASW_MAG_00040	2459457	TARA_IOS_MAG_00077	2022702	189814	99.226249
TARA_ASW_MAG_00040	2459457	TARA_PON_MAG_00079	6126826	751939	99.468763
TARA_PON_MAG_00028	5555538	TARA_PSE_MAG_00030	5288165	5205038	99.896244
TARA_PON_MAG_00028	5555538	TARA_PSW_MAG_00031	5328746	5288944	99.933898
