name	individual	cohort	from	accession ID	genome_completion	genome_redundancy	num_splits	total length	t_phylum	t_class	t_order	t_family	t_genus	t_species	contigs_db_path
HMP_4956_SRS054956_bin.23	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	90.14	2.82	226	3001457	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.23.db
HMP_4956_SRS054956_bin.24	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	70.42	7.04	131	2455929	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.24.db
HMP_4956_SRS054956_bin.3	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	98.59	1.41	206	2093010	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.3.db
HMP_4956_SRS054956_bin.30	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	90.14	0.00	390	1702231	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003531055	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.30.db
HMP_4956_SRS054956_bin.31	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	94.37	4.23	115	2375235	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.31.db
HMP_4956_SRS054956_bin.34	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	95.77	8.45	315	2626491	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.34.db
HMP_4956_SRS054956_bin.36	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	83.10	0.00	347	2003423	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.36.db
HMP_4956_SRS054956_bin.5	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	100.00	9.86	311	3359831	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.5.db
HMP_5264_SRS015264_bin.1	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	70.42	7.04	185	3516412	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.1.db
HMP_5264_SRS015264_bin.12	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	98.59	1.41	133	2627557	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.12.db
HMP_5264_SRS015264_bin.15	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	97.18	2.82	144	2014247	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.15.db
HMP_5264_SRS015264_bin.16	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	98.59	5.63	115	2404866	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.16.db
HMP_5264_SRS015264_bin.17	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	78.87	1.41	60	1331636	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister invisus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.17.db
HMP_5264_SRS015264_bin.2	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	78.87	0.00	133	2967799	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.2.db
HMP_5264_SRS015264_bin.25	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	98.59	8.45	205	2617670	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.25.db
HMP_5264_SRS015264_bin.31	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	81.69	1.41	422	1800261	Firmicutes	Clostridia	Monoglobales	UBA1381	CAG-41	CAG-41 sp900066215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.31.db
HMP_5264_SRS015264_bin.32	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	95.77	5.63	501	3704730	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.32.db
HMP_5264_SRS015264_bin.36	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	97.18	2.82	232	4418071	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.36.db
HMP_5264_SRS015264_bin.4	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	94.37	0.00	144	1812965	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000438175	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.4.db
HMP_5264_SRS015264_bin.41	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	100.00	0.00	182	2514911	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.41.db
HMP_5264_SRS015264_bin.42	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	97.18	1.41	216	4027343	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.42.db
HMP_5264_SRS015264_bin.49	HMP_5264	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015264	91.55	0.00	93	2047342	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015264__bin.49.db
HMP_5794_SRS015794_bin.11	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	95.77	2.82	132	2172959	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp003447235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.11.db
HMP_5794_SRS015794_bin.16	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	100.00	1.41	218	4638142	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.16.db
HMP_5794_SRS015794_bin.24	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	88.73	7.04	322	1817199	None	None	None	None	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.24.db
HMP_5794_SRS015794_bin.25	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	100.00	1.41	154	3221539	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.25.db
HMP_5794_SRS015794_bin.3	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	71.83	0.00	104	2302870	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.3.db
HMP_5794_SRS015794_bin.30	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	91.55	1.41	357	3147671	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.30.db
HMP_5794_SRS015794_bin.32	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	92.96	7.04	241	2924247	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.32.db
HMP_5794_SRS015794_bin.34	HMP_5794	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015794	94.37	0.00	291	2459149	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015794__bin.34.db
HMP_5960_SRS015960_bin.13	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	91.55	1.41	265	1711120	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.13.db
HMP_5960_SRS015960_bin.17	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	91.55	2.82	85	1634704	Firmicutes	Clostridia	TANB77	CAG-508	CAG-354	CAG-354 sp900552655	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.17.db
HMP_5960_SRS015960_bin.18	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	95.77	8.45	380	2432325	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.18.db
HMP_5960_SRS015960_bin.2	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	100.00	1.41	206	4417801	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.2.db
HMP_5960_SRS015960_bin.25	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	98.59	4.23	614	3959713	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.25.db
HMP_5960_SRS015960_bin.27	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	95.77	21.13	555	3429215	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.27.db
HMP_5960_SRS015960_bin.29	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	71.83	1.41	801	2370455	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	CAG-196 sp002102975	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.29.db
HMP_5960_SRS015960_bin.3	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	94.37	1.41	142	3037855	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.3.db
HMP_5960_SRS015960_bin.30	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	88.73	18.31	419	1674513	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.30.db
HMP_5960_SRS015960_bin.36	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	83.10	1.41	145	2907610	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.36.db
HMP_5960_SRS015960_bin.6	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	97.18	4.23	243	2566131	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira sp000431595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.6.db
HMP_5960_SRS015960_bin.7	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	94.37	0.00	97	2047570	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.7.db
HMP_5960_SRS015960_bin.9	HMP_5960	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS015960	84.51	1.41	166	3551491	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS015960__bin.9.db
HMP_5982_SRS055982_bin.11	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	90.14	2.82	170	3660645	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.11.db
HMP_5982_SRS055982_bin.12	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	98.59	1.41	182	4081818	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.12.db
HMP_5982_SRS055982_bin.14	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	78.87	7.04	129	2243858	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.14.db
HMP_5982_SRS055982_bin.16	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	98.59	1.41	121	2633261	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.16.db
HMP_5982_SRS055982_bin.18	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	98.59	9.86	415	2106112	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.18.db
HMP_5982_SRS055982_bin.2	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	81.69	2.82	295	1814457	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp001916835	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.2.db
HMP_5982_SRS055982_bin.25	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	90.14	1.41	115	2496096	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002492595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.25.db
HMP_5982_SRS055982_bin.26	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	85.92	5.63	156	3264878	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.26.db
HMP_5982_SRS055982_bin.27	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	87.32	0.00	109	1150130	Firmicutes	Bacilli	RF39	CAG-611	UBA7057	UBA7057 sp900542735	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.27.db
HMP_5982_SRS055982_bin.28	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	98.59	8.45	149	2953760	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.28.db
HMP_5982_SRS055982_bin.30	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	88.73	0.00	100	2156788	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.30.db
HMP_5982_SRS055982_bin.39	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	70.42	2.82	329	1721044	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.39.db
HMP_5982_SRS055982_bin.5	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	97.18	0.00	104	2083551	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.5.db
HMP_5982_SRS055982_bin.8	HMP_5982	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS055982	95.77	0.00	146	2821696	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS055982__bin.8.db
HMP_6259_SRS056259_bin.10	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	95.77	2.82	365	2283770	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.10.db
HMP_6259_SRS056259_bin.14	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	91.55	2.82	76	1574367	Firmicutes	Clostridia	TANB77	CAG-508	CAG-354	CAG-354 sp900552655	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.14.db
HMP_6259_SRS056259_bin.20	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	95.77	5.63	300	2382191	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.20.db
HMP_6259_SRS056259_bin.29	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	90.14	7.04	382	1614045	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.29.db
HMP_6259_SRS056259_bin.33	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	97.18	2.82	155	3030690	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.33.db
HMP_6259_SRS056259_bin.34	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	91.55	1.41	216	4493295	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.34.db
HMP_6259_SRS056259_bin.38	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	98.59	1.41	365	4287424	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.38.db
HMP_6259_SRS056259_bin.39	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	95.77	0.00	147	2038573	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.39.db
HMP_6259_SRS056259_bin.40	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	100.00	7.04	188	3501296	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.40.db
HMP_6259_SRS056259_bin.43	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	90.14	1.41	313	2503462	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp900066775	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.43.db
HMP_6259_SRS056259_bin.44	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	80.28	1.41	332	1886974	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.44.db
HMP_6259_SRS056259_bin.46	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	97.18	4.23	302	2554266	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira sp000431595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.46.db
HMP_6259_SRS056259_bin.7	HMP_6259	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS056259	94.37	0.00	106	2214491	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS056259__bin.7.db
HMP_7044_SRS047044_bin.13	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	84.51	5.63	218	4187478	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.13.db
HMP_7044_SRS047044_bin.16	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	88.73	7.04	74	1494082	Firmicutes	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000437215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.16.db
HMP_7044_SRS047044_bin.22	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	92.96	1.41	95	2043696	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.22.db
HMP_7044_SRS047044_bin.25	HMP_7044	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS047044	95.77	0.00	102	2221010	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS047044__bin.25.db
